item_id,order_id,product_id,quantity
1549,540,11,4
1550,490,8,4
1551,2612,91,1
1552,1288,13,5
1553,1137,25,5
1554,69,43,3
1555,2906,22,5
1556,2958,47,5
1557,59,86,4
1558,1706,86,1
1559,267,25,5
1560,605,94,3
1561,344,23,4
1562,183,36,5
1563,814,89,5
1564,1677,23,1
1565,1275,36,5
1566,1437,16,3
1567,1910,73,1
1568,2320,60,1
1569,477,12,2
1570,2989,12,2
1571,1301,76,1
1572,694,2,2
1573,2614,48,4
1574,333,93,2
1575,1261,88,2
1576,544,40,1
1577,1554,91,3
1578,730,36,2
1579,2315,41,4
1580,926,25,3
1581,817,23,3
1582,1063,90,4
1583,1084,12,4
1584,1455,75,3
1585,1429,99,5
1586,1842,81,2
1587,151,75,4
1588,638,69,5
1589,863,90,4
1590,1421,83,3
1591,850,44,5
1592,2260,96,3
1593,372,66,2
1594,1058,9999,4
1595,1069,5,1
1596,2118,85,2
1597,1947,18,4
1598,2404,42,3
1599,2310,49,5
1600,139,42,1
1601,2579,46,1
1602,651,54,4
1603,1371,44,1
1604,767,46,3
1605,667,60,5
1606,763,97,1
1607,1799,79,4
1608,2432,74,4
1609,2994,52,4
1610,998,33,3
1611,2462,44,4
1612,2780,52,3
1613,165,30,5
1614,442,54,4
1615,1104,74,4
1616,2430,4,2
1617,2098,22,3
1618,2445,90,5
1619,813,73,2
1620,533,85,3
1621,221,12,3
1622,580,45,4
1623,1622,22,4
1624,4,85,2
1625,821,23,3
1626,1260,11,2
1627,968,27,4
1628,370,93,2
1629,632,88,5
1630,1533,1,4
1631,653,45,1
1632,1929,71,4
1633,2863,28,4
1634,2738,49,4
1635,2893,32,1
1636,1588,17,3
1637,547,52,3
1638,1160,87,4
1639,2446,51,5
1640,294,45,4
1641,2744,95,5
1642,111,29,5
1643,730,99,2
1644,1512,47,3
1645,2054,1,5
1646,2455,97,4
1647,317,83,2
1648,566,64,2
1649,182,28,3
1650,1784,12,3
1651,1574,84,2
1652,1744,20,3
1653,1275,50,4
1654,143,34,4
1655,736,21,4
1656,2795,67,1
1657,1905,11,3
1658,2811,94,1
1659,2687,52,1
1660,659,41,2
1661,2354,65,4
1662,2812,59,1
1663,1992,84,4
1664,1731,99,1
1665,1241,55,3
1666,2598,15,5
1667,1845,65,3
1668,1940,92,3
1669,2192,47,1
1670,733,55,5
1671,1571,87,1
1672,616,1,3
1673,2899,76,3
1674,810,66,5
1675,2981,59,4
1676,199,60,3
1677,164,16,4
1678,1886,47,1
1679,2455,88,3
1680,1034,55,3
1681,2765,38,1
1682,2224,35,2
1683,1202,46,4
1684,72,58,3
1685,1220,82,1
1686,2441,15,3
1687,2998,5,5
1688,1623,32,2
1689,345,69,1
1690,517,94,2
1691,2593,64,4
1692,1126,45,4
1693,2823,80,2
1694,2145,73,4
1695,167,10,3
1696,1527,5,2
1697,2496,93,1
1698,1565,66,1
1699,1384,82,3
1700,1731,52,1
1701,754,96,3
1702,2956,84,1
1703,1776,15,2
1704,2339,34,3
1705,2522,66,5
1706,999,89,1
1707,1533,74,4
1708,882,98,4
1709,1126,96,2
1710,1134,65,1
1711,2477,52,2
1712,2778,37,3
1713,21,53,2
1714,77,54,2
1715,1126,35,4
1716,2454,82,3
1717,398,29,2
1718,75,91,3
1719,906,9,5
1720,1179,94,5
1721,1887,76,4
1722,2601,77,3
1723,2218,50,4
1724,2285,2,3
1725,1396,41,3
1726,1821,20,4
1727,2044,27,5
1728,2858,22,4
1729,1048,52,1
1730,2707,74,1
1731,2587,63,5
1732,1415,11,2
1733,2170,48,3
1734,1196,97,3
1735,1850,87,4
1736,122,20,5
1737,2396,22,5
1738,1441,73,4
1739,1702,98,1
1740,1163,72,4
1741,962,49,5
1742,540,49,5
1743,506,13,4
1744,895,28,1
1745,2338,38,2
1746,652,99,4
1747,2254,53,3
1748,892,54,5
1749,1143,41,3
1750,2582,14,3
1751,2058,69,5
1752,1607,29,4
1753,2027,97,4
1754,1173,58,2
1755,728,52,3
1756,14,69,3
1757,1901,84,2
1758,2800,13,4
1759,2377,84,4
1760,1714,53,2
1761,2607,4,5
1762,919,18,5
1763,2540,65,1
1764,2456,74,4
1765,94,42,5
1766,1024,22,5
1767,2563,61,1
1768,1517,3,5
1769,2680,50,5
1770,2095,25,2
1771,1876,48,2
1772,718,61,2
1773,1322,17,3
1774,266,4,2
1775,2366,60,4
1776,1004,88,5
1777,1818,31,2
1778,1890,65,1
1779,2475,43,2
1780,1003,60,1
1781,29,96,1
1782,2794,87,4
1783,2129,61,4
1784,289,54,3
1785,2933,69,1
1786,2932,100,5
1787,2651,69,1
1788,1797,62,1
1789,1200,51,1
1790,1489,52,5
1791,2578,84,4
1792,1756,16,1
1793,598,34,5
1794,458,93,2
1795,1502,53,3
1796,582,32,4
1797,861,34,1
1798,1352,83,1
1799,1877,91,4
1800,1003,97,3
1801,1403,38,4
1802,1355,58,3
1803,2328,36,5
1804,147,98,2
1805,607,67,3
1806,107,29,3
1807,2309,47,3
1808,1257,92,2
1809,2326,82,3
1810,1947,92,4
1811,2758,38,2
1812,2848,17,2
1813,2489,38,4
1814,1054,82,2
1815,115,28,5
1816,1241,19,5
1817,50,34,3
1818,2954,9999,5
1819,1663,62,5
1820,698,45,2
1821,2405,65,3
1822,2144,48,4
1823,1988,83,2
1824,2152,62,2
1825,1983,49,1
1826,2740,9,3
1827,921,40,2
1828,919,20,3
1829,2493,100,1
1830,2663,26,3
1831,2044,59,5
1832,2616,2,5
1833,936,95,2
1834,1490,86,1
1835,1633,81,1
1836,1350,65,1
1837,1112,71,5
1838,2203,11,1
1839,1830,73,5
1840,1016,32,3
1841,749,89,2
1842,936,89,4
1843,727,6,5
1844,1089,71,3
1845,375,96,2
1846,261,17,5
1847,1241,8,2
1848,933,32,5
1849,2381,62,4
1850,403,69,1
1851,1307,82,1
1852,805,62,1
1853,1811,11,4
1854,809,13,5
1855,2415,28,5
1856,1996,39,5
1857,40,75,4
1858,457,93,4
1859,2633,25,5
1860,2601,79,4
1861,3,33,4
1862,2464,35,4
1863,2586,23,3
1864,2078,62,5
1865,1163,83,3
1866,1083,69,2
1867,1398,36,5
1868,2061,40,4
1869,457,97,2
1870,1998,1,3
1871,2088,61,4
1872,669,23,1
1873,1770,87,3
1874,388,57,3
1875,2613,88,5
1876,749,25,1
1877,950,28,3
1878,2056,40,3
1879,2173,61,1
1880,2805,39,5
1881,862,74,2
1882,1327,21,2
1883,1623,22,2
1884,2500,85,2
1885,1334,67,4
1886,2677,77,4
1887,2976,35,2
1888,1077,61,3
1889,1519,19,3
1890,1367,94,3
1891,1292,58,3
1892,1743,73,4
1893,1709,1,4
1894,227,53,3
1895,2646,18,4
1896,1124,3,2
1897,855,85,3
1898,1208,48,1
1899,1319,55,4
1900,1335,72,5
1901,817,28,5
1902,2061,57,3
1903,438,10,2
1904,658,42,4
1905,2955,76,4
1906,189,100,4
1907,2818,91,4
1908,1024,36,5
1909,2401,49,1
1910,416,8,3
1911,1131,69,3
1912,1795,37,1
1913,1933,18,1
1914,1330,100,4
1915,622,20,5
1916,1225,74,2
1917,2302,12,4
1918,1005,42,5
1919,2239,98,3
1920,2281,68,3
1921,99999,3,2
1922,279,90,3
1923,1480,99,4
1924,880,24,3
1925,1919,30,4
1926,1484,43,2
1927,2776,91,3
1928,1046,78,1
1929,575,16,4
1930,1751,51,4
1931,197,68,1
1932,2099,48,1
1933,2318,56,1
1934,2066,42,5
1935,2016,37,5
1936,1368,82,1
1937,310,73,1
1938,2287,100,1
1939,2179,21,5
1940,360,74,4
1941,2499,84,2
1942,300,99,4
1943,1135,60,4
1944,624,84,3
1945,300,24,5
1946,1392,59,5
1947,2837,95,4
1948,88,52,5
1949,1204,1,5
1950,1598,3,1
1951,923,42,4
1952,617,34,2
1953,2394,87,3
1954,2181,59,2
1955,2353,46,5
1956,626,25,2
1957,845,40,2
1958,414,4,5
1959,2466,6,2
1960,2213,45,1
1961,1342,41,2
1962,2696,27,2
1963,1241,21,4
1964,1111,30,2
1965,1456,4,2
1966,1801,16,4
1967,105,57,2
1968,1559,7,4
1969,1797,52,2
1970,843,99,4
1971,2418,16,1
1972,718,65,5
1973,2968,67,1
1974,668,97,2
1975,493,63,5
1976,1468,96,3
1977,1701,25,2
1978,372,65,3
1979,1958,33,5
1980,459,59,1
1981,30,49,4
1982,1640,13,3
1983,1477,40,1
1984,1779,9999,3
1985,940,90,1
1986,2665,83,4
1987,1931,3,3
1988,2989,83,-2
1989,186,19,2
1990,727,73,1
1991,525,67,2
1992,575,89,4
1993,160,8,5
1994,860,95,3
1995,1523,80,4
1996,646,54,2
1997,716,67,2
1998,2739,24,3
1999,449,21,1
2000,2038,27,3
2001,1654,81,3
2002,1087,80,3
2003,117,4,3
2004,117,61,1
2005,592,53,1
2006,2210,49,5
2007,2960,68,2
2008,648,13,1
2009,1429,29,1
2010,1720,9,1
2011,1949,60,4
2012,2199,57,2
2013,2471,82,1
2014,1276,61,4
2015,1053,17,3
2016,2689,70,3
2017,2514,86,1
2018,1958,64,5
2019,804,17,2
2020,2109,17,2
2021,924,85,1
2022,389,92,4
2023,1157,79,1
2024,1024,29,3
2025,757,94,3
2026,1347,91,4
2027,2738,76,5
2028,2118,74,3
2029,540,42,4
2030,1536,85,2
2031,2374,95,1
2032,1578,81,1
2033,811,24,1
2034,586,82,1
2035,975,21,4
2036,1322,2,5
2037,1970,62,3
2038,770,81,5
2039,1662,58,2
2040,1857,80,3
2041,2236,57,1
2042,1145,84,5
2043,1382,44,2
2044,1046,44,4
2045,2249,59,1
2046,2737,44,5
2047,1077,9,3
2048,1748,83,1
2049,2226,17,1
2050,931,59,1
2051,493,71,3
2052,518,45,3
2053,1854,56,5
2054,340,65,2
2055,1629,66,2
2056,581,88,2
2057,69,26,3
2058,2153,77,2
2059,2306,68,5
2060,193,69,3
2061,2210,30,5
2062,684,48,2
2063,411,88,2
2064,2601,82,5
2065,927,97,2
2066,2216,79,4
2067,829,36,1
2068,1642,38,4
2069,2138,54,4
2070,1917,42,2
2071,2956,39,1
2072,307,33,5
2073,2737,40,2
2074,2512,77,1
2075,243,97,4
2076,575,19,4
2077,657,98,2
2078,1603,21,4
2079,1602,76,2
2080,1019,45,1
2081,927,36,2
2082,1645,16,5
2083,2754,20,2
2084,1817,19,3
2085,1342,2,1
2086,2133,40,5
2087,421,99,5
2088,1930,30,4
2089,1224,16,5
2090,2499,59,2
2091,289,97,3
2092,1115,6,4
2093,1047,15,4
2094,1745,75,2
2095,2908,89,4
2096,1193,29,5
2097,423,12,5
2098,2454,47,2
2099,2724,64,4
2100,1728,8,1
2101,1148,93,3
2102,1031,82,5
2103,1347,54,3
2104,1461,11,1
2105,415,92,4
2106,995,75,4
2107,907,76,4
2108,2727,35,1
2109,2903,63,5
2110,2485,73,4
2111,2485,67,4
2112,173,78,1
2113,2419,83,1
2114,2358,13,1
2115,978,47,5
2116,2756,91,5
2117,1728,51,1
2118,1423,83,4
2119,1888,74,5
2120,153,52,4
2121,2741,4,2
2122,2323,24,1
2123,2583,43,1
2124,1198,53,1
2125,2987,59,3
2126,1469,88,3
2127,1444,32,3
2128,1827,7,3
2129,1877,90,3
2130,658,27,5
2131,2242,83,3
2132,1644,97,3
2133,705,64,1
2134,1368,46,5
2135,2205,95,2
2136,1297,40,1
2137,2958,12,4
2138,1282,80,4
2139,2620,24,4
2140,829,34,4
2141,1437,44,4
2142,1481,97,2
2143,691,42,1
2144,457,25,5
2145,1272,65,5
2146,1214,97,5
2147,2205,23,4
2148,2534,90,1
2149,814,12,1
2150,2915,77,4
2151,1079,19,3
2152,2183,46,4
2153,545,50,1
2154,1204,79,5
2155,337,42,2
2156,1813,6,2
2157,2245,20,3
2158,108,64,2
2159,2848,29,2
2160,926,57,2
2161,596,2,3
2162,999,3,5
2163,1980,57,4
2164,2279,71,5
2165,788,53,2
2166,2125,75,4
2167,2570,74,4
2168,1072,91,3
2169,1080,56,3
2170,1494,31,3
2171,2214,46,1
2172,2840,18,3
2173,2878,32,5
2174,2372,17,1
2175,2079,91,4
2176,2193,41,1
2177,2475,30,3
2178,2940,90,5
2179,918,60,3
2180,2353,7,4
2181,2535,57,4
2182,2421,56,1
2183,702,3,5
2184,1837,72,1
2185,1424,62,2
2186,262,88,3
2187,268,93,3
2188,2334,33,1
2189,2923,77,4
2190,1765,91,2
2191,1624,28,4
2192,1270,69,3
2193,1354,30,5
2194,2081,53,-2
2195,2211,88,5
2196,1289,1,5
2197,217,92,3
2198,2407,16,1
2199,2515,9,5
2200,1695,94,2
2201,798,32,5
2202,735,24,1
2203,2660,64,1
2204,1360,12,1
2205,1653,74,4
2206,1670,49,4
2207,568,44,2
2208,393,40,3
2209,727,91,4
2210,1033,64,1
2211,756,34,4
2212,822,30,3
2213,2652,82,1
2214,1392,58,1
2215,2146,33,1
2216,2483,8,5
2217,243,88,3
2218,392,22,1
2219,2168,2,1
2220,1339,50,3
2221,114,73,5
2222,1536,9,2
2223,773,82,5
2224,2041,24,5
2225,895,45,1
2226,2799,20,5
2227,1533,74,2
2228,1806,91,2
2229,2079,20,4
2230,125,80,1
2231,2202,16,3
2232,1194,14,3
2233,2798,24,5
2234,2124,22,1
2235,2039,25,5
2236,636,79,3
2237,1863,85,5
2238,1593,58,1
2239,2740,71,1
2240,1386,32,3
2241,580,31,4
2242,772,52,1
2243,1468,8,4
2244,2702,91,5
2245,405,67,1
2246,2718,84,3
2247,2160,73,5
2248,2877,69,5
2249,1615,97,5
2250,2635,26,3
2251,1313,18,4
2252,812,38,4
2253,1656,56,4
2254,338,63,1
2255,2013,14,3
2256,2299,62,5
2257,1593,40,4
2258,1177,99,1
2259,2161,6,2
2260,366,40,5
2261,2340,70,2
2262,2626,41,1
2263,2189,4,1
2264,1241,50,2
2265,1441,69,1
2266,2803,56,5
2267,2147,23,5
2268,1519,88,1
2269,879,13,4
2270,761,29,3
2271,299,92,2
2272,2029,27,5
2273,2624,79,1
2274,186,49,2
2275,2824,15,3
2276,20,31,3
2277,726,50,2
2278,1523,52,1
2279,639,19,5
2280,1009,80,3
2281,1732,88,5
2282,2909,81,3
2283,840,84,3
2284,1677,89,1
2285,1704,53,4
2286,1140,25,4
2287,1039,77,1
2288,2567,89,4
2289,172,90,4
2290,528,85,2
2291,289,82,1
2292,473,21,4
2293,273,24,5
2294,1341,22,3
2295,2789,92,4
2296,1167,69,3
2297,1167,73,3
2298,445,98,1
2299,1618,26,1
2300,2273,64,2
2301,521,67,1
2302,1921,62,1
2303,457,30,1
2304,1590,24,1
2305,2842,9,2
2306,1786,79,3
2307,1795,95,2
2308,1811,77,1
2309,2716,65,2
2310,862,93,3
2311,180,73,1
2312,626,44,3
2313,719,45,4
2314,822,83,1
2315,1603,49,2
2316,1196,65,1
2317,923,24,2
2318,1376,85,4
2319,104,57,1
2320,1007,78,5
2321,1179,72,2
2322,588,71,3
2323,233,15,1
2324,1680,67,5
2325,72,80,2
2326,2966,42,3
2327,158,19,1
2328,2803,30,1
2329,1562,1,5
2330,240,50,5
2331,491,29,1
2332,2309,70,1
2333,82,84,4
2334,2341,83,4
2335,1157,88,5
2336,1585,58,2
2337,2798,63,5
2338,1025,45,4
2339,1963,20,4
2340,2198,47,2
2341,592,37,2
2342,1592,33,2
2343,1508,95,1
2344,1769,39,2
2345,175,59,4
2346,2911,70,2
2347,1648,17,3
2348,853,52,4
2349,1712,59,4
2350,1819,50,4
2351,1490,44,3
2352,2726,52,2
2353,2963,68,2
2354,1008,28,2
2355,2329,25,5
2356,1489,60,5
2357,1673,48,3
2358,875,51,2
2359,1927,14,5
2360,2672,58,3
2361,2555,53,1
2362,817,28,3
2363,2260,21,4
2364,2120,56,2
2365,1815,4,2
2366,1581,73,2
2367,1120,96,5
2368,639,83,4
2369,2356,26,2
2370,1685,41,4
2371,1007,95,2
2372,1994,41,5
2373,2509,68,1
2374,2770,13,1
2375,352,3,1
2376,217,43,1
2377,1284,46,2
2378,617,28,3
2379,271,47,5
2380,1293,75,4
2381,1946,44,2
2382,1187,39,1
2383,2302,21,2
2384,669,54,1
2385,2181,80,4
2386,649,72,5
2387,2576,61,3
2388,2827,32,1
2389,2720,19,4
2390,398,97,1
2391,556,49,4
2392,1554,62,2
2393,82,76,3
2394,1807,75,5
2395,745,58,1
2396,2015,86,5
2397,1409,44,1
2398,1516,9,2
2399,553,80,3
2400,2775,51,2
2401,455,86,2
2402,2598,42,3
2403,2914,11,3
2404,2470,64,1
2405,2548,76,4
2406,693,47,3
2407,787,66,3
2408,2132,4,4
2409,1305,22,1
2410,2660,31,3
2411,1078,58,4
2412,1383,6,3
2413,2690,59,1
2414,1364,71,1
2415,536,80,1
2416,2350,3,3
2417,1560,26,4
2418,1557,50,1
2419,2848,87,3
2420,2855,49,3
2421,1503,66,4
2422,1668,91,3
2423,543,45,3
2424,2263,25,4
2425,1154,35,1
2426,1843,86,1
2427,2729,41,5
2428,465,3,2
2429,439,32,1
2430,726,48,1
2431,631,74,2
2432,358,10,1
2433,2962,2,3
2434,2530,10,2
2435,2387,81,4
2436,2585,43,1
2437,2510,16,1
2438,2885,18,2
2439,333,24,1
2440,2942,12,1
2441,1774,88,2
2442,862,7,1
2443,1585,42,5
2444,790,61,2
2445,2901,64,5
2446,2893,24,4
2447,1180,94,5
2448,251,57,2
2449,2080,1,1
2450,721,26,3
2451,590,70,5
2452,776,90,1
2453,2879,98,1
2454,771,24,3
2455,933,21,4
2456,2603,76,3
2457,2464,53,5
2458,2624,37,2
2459,1748,33,3
2460,987,68,1
2461,2683,88,3
2462,1153,97,2
2463,265,8,1
2464,2024,45,1
2465,2539,97,4
2466,328,87,4
2467,50,96,1
2468,1305,76,3
2469,2860,88,5
2470,2778,9,5
2471,1075,94,3
2472,1847,46,4
2473,1518,64,3
2474,2004,41,5
2475,780,30,5
2476,699,6,3
2477,1679,60,4
2478,1329,52,4
2479,1903,58,2
2480,582,95,4
2481,1719,4,2
2482,1298,49,2
2483,1637,47,1
2484,1780,85,2
2485,619,76,2
2486,889,13,1
2487,1603,61,2
2488,1110,44,2
2489,89,64,4
2490,649,39,5
2491,1138,30,2
2492,1993,78,4
2493,1773,56,2
2494,1997,86,1
2495,1448,14,1
2496,1325,91,4
2497,2490,38,2
2498,964,67,4
2499,887,54,4
2500,54,40,2
2501,1387,81,3
2502,2802,80,4
2503,2506,16,5
2504,531,68,3
2505,1398,93,3
2506,2821,17,3
2507,2316,61,1
2508,73,58,3
2509,1709,32,2
2510,1337,89,2
2511,1281,82,4
2512,1150,72,3
2513,2365,43,2
2514,521,42,5
2515,938,91,5
2516,2497,31,2
2517,2002,73,4
2518,80,41,5
2519,392,50,2
2520,2555,42,1
2521,2168,63,4
2522,2469,94,3
2523,275,58,4
2524,792,99,3
2525,2916,19,3
2526,242,61,2
2527,915,82,1
2528,1341,46,5
2529,1977,72,2
2530,1118,41,4
2531,1287,78,5
2532,820,83,2
2533,2448,78,1
2534,1211,94,1
2535,799,68,5
2536,1157,32,4
2537,1733,90,1
2538,1222,34,2
2539,591,38,1
2540,119,84,4
2541,323,48,4
2542,605,58,4
2543,2275,21,5
2544,1820,98,-2
2545,442,36,4
2546,1131,26,5
2547,1857,37,2
2548,2403,17,3
2549,70,16,1
2550,1338,71,4
2551,1511,19,3
2552,2952,49,5
2553,105,81,4
2554,2648,42,4
2555,730,42,5
2556,142,83,3
2557,1328,73,5
2558,162,66,1
2559,2961,92,2
2560,2035,9,1
2561,574,20,1
2562,2142,21,2
2563,377,97,3
2564,1463,44,1
2565,1691,44,1
2566,2018,52,5
2567,255,68,4
2568,2629,51,2
2569,2246,12,2
2570,1838,21,1
2571,1069,30,2
2572,232,83,5
2573,100,7,2
2574,1961,6,1
2575,898,98,2
2576,626,18,5
2577,1309,42,4
2578,2599,86,4
2579,79,66,3
2580,2017,4,4
2581,2253,9,1
2582,820,76,1
2583,856,30,5
2584,2014,1,3
2585,2875,11,5
2586,1508,66,2
2587,1627,28,2
2588,2197,1,5
2589,1153,35,5
2590,1534,66,4
2591,655,26,5
2592,1050,43,2
2593,1340,34,4
2594,489,84,3
2595,1850,4,4
2596,2472,84,5
2597,1662,27,2
2598,462,6,4
2599,438,96,2
2600,820,98,5
2601,1224,89,2
2602,2430,39,3
2603,1900,7,2
2604,2322,33,2
2605,2094,4,3
2606,51,28,2
2607,1368,27,4
2608,2949,50,3
2609,1876,51,5
2610,677,63,4
2611,2298,77,3
2612,2733,32,1
2613,2525,14,1
2614,128,80,1
2615,46,36,1
2616,1243,57,4
2617,2985,73,2
2618,399,7,3
2619,882,83,2
2620,1734,95,3
2621,312,36,4
2622,2678,3,3
2623,144,16,3
2624,581,34,4
2625,839,16,1
2626,1952,23,1
2627,462,12,2
2628,1865,75,5
2629,1119,35,1
2630,2879,73,4
2631,260,94,2
2632,883,9,4
2633,2778,49,1
2634,153,64,4
2635,1908,53,2
2636,55,74,1
2637,2690,9,3
2638,2908,37,4
2639,831,35,1
2640,2750,35,2
2641,962,89,4
2642,8,84,1
2643,2307,56,5
2644,2880,63,2
2645,2931,96,1
2646,1174,47,1
2647,2450,48,4
2648,1936,70,2
2649,1529,85,3
2650,2975,71,5
2651,597,42,3
2652,1668,23,5
2653,1646,48,4
2654,1424,99,3
2655,605,87,4
2656,2768,70,4
2657,1476,56,1
2658,2467,33,2
2659,1364,46,4
2660,1847,97,5
2661,2787,22,1
2662,1407,65,2
2663,2453,44,5
2664,2592,96,2
2665,2350,18,2
2666,2840,51,1
2667,1717,15,5
2668,2229,6,5
2669,426,74,1
2670,1044,71,2
2671,929,88,3
2672,2004,15,3
2673,2998,48,5
2674,1618,67,4
2675,898,74,3
2676,1672,89,1
2677,925,82,4
2678,638,89,2
2679,2934,1,5
2680,442,64,2
2681,296,89,3
2682,991,97,4
2683,1241,27,5
2684,2615,13,2
2685,97,3,1
2686,1212,16,2
2687,761,100,1
2688,275,33,4
2689,488,55,3
2690,2710,52,1
2691,2859,77,3
2692,1406,50,3
2693,854,39,4
2694,2537,76,4
2695,2602,79,5
2696,172,87,4
2697,130,64,3
2698,1440,4,3
2699,2870,61,-2
2700,2208,99,1
2701,1732,89,5
2702,2541,45,4
2703,112,49,1
2704,1997,98,1
2705,1946,33,5
2706,378,11,2
2707,2967,92,1
2708,1863,49,3
2709,989,78,4
2710,141,42,3
2711,2264,100,4
2712,888,79,4
2713,389,2,2
2714,2431,87,1
2715,2074,57,1
2716,2057,24,4
2717,1126,90,5
2718,1590,69,1
2719,1038,75,1
2720,2860,67,4
2721,713,58,3
2722,667,6,3
2723,2463,43,4
2724,450,88,2
2725,315,26,4
2726,1992,32,1
2727,1587,100,2
2728,1544,6,3
2729,749,29,3
2730,2798,75,4
2731,937,92,4
2732,2871,15,1
2733,674,18,2
2734,2479,73,1
2735,1795,64,3
2736,2863,56,1
2737,2902,68,3
2738,2601,70,1
2739,1715,61,1
2740,1143,56,5
2741,2876,55,1
2742,267,12,3
2743,2723,46,4
2744,1644,65,2
2745,564,16,1
2746,664,12,5
2747,766,86,2
2748,1828,85,5
2749,1530,72,3
2750,1958,9,2
2751,2385,53,1
2752,2293,6,2
2753,830,19,3
2754,546,96,4
2755,46,48,1
2756,2090,2,1
2757,2149,86,3
2758,2399,68,1
2759,1243,18,3
2760,999,62,2
2761,773,85,4
2762,1960,62,2
2763,406,23,4
2764,2266,82,5
2765,291,19,2
2766,2089,19,1
2767,1957,66,1
2768,2319,22,2
2769,2568,97,4
2770,2563,47,2
2771,1076,53,1
2772,1769,6,3
2773,1617,4,2
2774,2752,93,3
2775,1601,58,5
2776,921,96,2
2777,1964,79,5
2778,1666,83,2
2779,989,77,5
2780,1179,64,1
2781,1773,77,1
2782,1710,9,5
2783,348,91,2
2784,2628,6,3
2785,1137,51,3
2786,1903,84,3
2787,1244,69,5
2788,1340,40,4
2789,2095,63,4
2790,2820,76,5
2791,2795,78,5
2792,2708,74,2
2793,1923,44,1
2794,2833,63,3
2795,2183,67,5
2796,2587,9,3
2797,2577,35,3
2798,1184,77,5
2799,934,41,3
2800,981,73,2
2801,1428,40,2
2802,1373,67,4
2803,1141,34,5
2804,1737,86,2
2805,2512,18,3
2806,779,88,3
2807,2919,70,5
2808,1316,27,4
2809,2383,67,2
2810,481,93,3
2811,2616,32,2
2812,2450,82,3
2813,750,83,4
2814,1536,32,4
2815,1984,92,3
2816,2328,59,5
2817,1399,19,3
2818,2483,10,3
2819,510,49,5
2820,1611,1,1
2821,774,33,4
2822,1863,71,5
2823,1135,66,5
2824,1723,26,3
2825,209,55,4
2826,2439,14,4
2827,1791,50,3
2828,490,18,2
2829,504,47,1
2830,169,9,3
2831,441,71,5
2832,1100,17,1
2833,2813,55,2
2834,164,85,5
2835,246,2,1
2836,1383,80,3
2837,1165,56,2
2838,945,29,5
2839,2473,74,3
2840,2264,46,2
2841,622,3,5
2842,2393,41,2
2843,704,50,2
2844,2219,79,1
2845,657,12,5
2846,2516,35,4
2847,511,13,2
2848,1665,29,2
2849,1883,79,2
2850,711,29,3
2851,440,1,2
2852,2750,40,4
2853,2375,77,4
2854,1828,28,2
2855,412,11,4
2856,2919,57,4
2857,616,95,4
2858,2520,97,4
2859,95,70,3
2860,841,87,4
2861,1789,68,3
2862,1320,3,4
2863,2079,79,4
2864,1812,78,2
2865,1528,19,1
2866,2462,90,4
2867,690,52,2
2868,893,41,3
2869,1660,36,2
2870,2929,38,2
2871,1555,77,4
2872,100,88,5
2873,1000,83,1
2874,1853,92,1
2875,1593,74,3
2876,1473,49,1
2877,2011,56,4
2878,1738,12,4
2879,1045,45,2
2880,1103,47,3
2881,1961,21,2
2882,898,75,5
2883,2454,68,2
2884,149,49,3
2885,197,98,2
2886,369,91,2
2887,379,79,5
2888,206,33,1
2889,2152,33,4
2890,611,38,2
2891,1786,36,2
2892,939,53,3
2893,683,67,1
2894,950,12,5
2895,214,74,2
2896,1181,71,4
2897,1734,22,2
2898,71,26,5
2899,2919,10,1
2900,416,35,2
2901,2188,16,4
2902,2267,98,3
2903,2963,23,2
2904,2186,24,2
2905,36,42,2
2906,1116,66,1
2907,2052,65,1
2908,1614,18,2
2909,199,61,2
2910,542,31,5
2911,1505,74,3
2912,1895,32,4
2913,718,91,1
2914,2923,32,2
2915,2622,78,1
2916,275,49,2
2917,3,37,4
2918,2167,63,4
2919,2255,70,4
2920,2151,60,5
2921,1450,78,5
2922,2943,96,4
2923,1030,68,4
2924,684,65,4
2925,518,5,2
2926,301,77,3
2927,1223,15,5
2928,1690,49,4
2929,1227,48,1
2930,1289,63,2
2931,66,28,4
2932,2616,97,2
2933,1843,76,2
2934,2659,39,4
2935,1002,19,1
2936,931,57,3
2937,1994,52,4
2938,2920,60,3
2939,839,60,2
2940,1704,7,2
2941,597,82,1
2942,1211,48,1
2943,1436,60,4
2944,2677,56,1
2945,2451,38,3
2946,2100,71,4
2947,166,62,1
2948,1444,43,2
2949,1272,65,2
2950,46,13,2
2951,2913,72,3
2952,246,4,5
2953,896,81,5
2954,1521,4,4
2955,1653,43,5
2956,1886,45,5
2957,1338,37,3
2958,209,67,5
2959,506,57,4
2960,1776,98,5
2961,149,86,5
2962,2985,96,5
2963,2073,9,2
2964,1548,43,4
2965,2997,93,3
2966,590,19,2
2967,382,79,4
2968,1130,51,2
2969,172,6,3
2970,50,18,2
2971,1714,73,2
2972,1711,20,4
2973,2241,73,3
2974,863,1,1
2975,670,5,3
2976,2979,62,1
2977,898,60,2
2978,2756,64,1
2979,328,86,4
2980,1404,79,3
2981,1921,34,5
2982,2288,71,3
2983,2587,86,3
2984,2158,20,5
2985,2131,88,3
2986,2433,100,2
2987,927,3,4
2988,1980,35,3
2989,2085,39,4
2990,2967,52,1
2991,2424,39,3
2992,437,19,5
2993,916,29,2
